#;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;HOGARES AFILIADOS;HOGARES ABONADOS;MIEMBROS OBJETIVOS;TRANSFERENCIA
1054;160803;LORETO;PUTUMAYO;TENIENTE MANUEL CLAVERO;318;304;646;69800
1055;160804;LORETO;PUTUMAYO;YAGUAS;220;210;521;45900
1056;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;240;223;520;44400
1057;170102;MADRE DE DIOS;TAMBOPATA;INAMBARI;6;6;7;1200
1058;170103;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;13;12;23;2400
1059;170104;MADRE DE DIOS;TAMBOPATA;LABERINTO;9;9;22;1800
1060;170201;MADRE DE DIOS;MANU;MANU;54;55;117;11000
1061;170202;MADRE DE DIOS;MANU;FITZCARRALD;142;135;385;27000
1062;170203;MADRE DE DIOS;MANU;MADRE DE DIOS;85;84;172;17500
1063;170204;MADRE DE DIOS;MANU;HUEPETUHE;5;5;7;1000
1064;170301;MADRE DE DIOS;TAHUAMANU;IÑAPARI;17;15;33;3000
1065;170302;MADRE DE DIOS;TAHUAMANU;IBERIA;1;1;1;200
1066;190101;PASCO;PASCO;CHAUPIMARCA;334;332;620;65600
1067;190102;PASCO;PASCO;HUACHON;270;263;523;54200
1068;190104;PASCO;PASCO;HUAYLLAY;113;108;201;21400
1069;190105;PASCO;PASCO;NINACACA;343;347;649;71100
1070;190106;PASCO;PASCO;PALLANCHACRA;130;128;227;26600
1071;190107;PASCO;PASCO;PAUCARTAMBO;873;852;1593;173299.86
1072;190108;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;200;199;347;41800
1073;190110;PASCO;PASCO;TICLACAYAN;215;212;369;44200
1074;190112;PASCO;PASCO;VICCO;105;100;209;20100
1075;190201;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;707;702;1361;143999.9
1076;190202;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;125;126;223;25299.73
1077;190203;PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;21;19;33;3800
1078;190204;PASCO;DANIEL ALCIDES CARRION;PAUCAR;193;194;387;40100
1079;190205;PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;89;85;185;17300
1080;190206;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;371;382;707;78000
1081;190207;PASCO;DANIEL ALCIDES CARRION;TAPUC;164;163;286;33200
1082;190208;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;68;69;121;14600
1083;190301;PASCO;OXAPAMPA;OXAPAMPA;113;110;194;21200
1084;190303;PASCO;OXAPAMPA;HUANCABAMBA;403;395;684;98800
1085;190304;PASCO;OXAPAMPA;PALCAZU;733;717;1509;157600
1086;190305;PASCO;OXAPAMPA;POZUZO;398;380;777;77599.72
1087;190306;PASCO;OXAPAMPA;PUERTO BERMUDEZ;1859;1762;4566;372299.63
1088;190307;PASCO;OXAPAMPA;VILLA RICA;866;834;1573;177900
1089;190308;PASCO;OXAPAMPA;CONSTITUCION;857;824;1964;176299.57
1090;200105;PIURA;PIURA;CATACAOS;5922;5695;12847;1199499.77
1091;200107;PIURA;PIURA;CURA MORI;2325;2287;5027;479499.85
1092;200108;PIURA;PIURA;EL TALLAN;722;721;1759;149000
1093;200109;PIURA;PIURA;LA ARENA;4106;4018;9229;810400
1094;200110;PIURA;PIURA;LA UNION;3811;3714;8740;764600
1095;200111;PIURA;PIURA;LAS LOMAS;3831;3773;7572;804099.98
1096;200114;PIURA;PIURA;TAMBO GRANDE;8870;8519;18519;1948099.99
1097;200201;PIURA;AYABACA;AYABACA;4111;4115;9497;851499.3
1098;200202;PIURA;AYABACA;FRIAS;2886;2945;7031;595199.48
1099;200203;PIURA;AYABACA;JILILI;345;352;712;71300
1100;200204;PIURA;AYABACA;LAGUNAS;813;818;2122;162700
1101;200205;PIURA;AYABACA;MONTERO;718;720;1509;161499.78
1102;200206;PIURA;AYABACA;PACAIPAMPA;2881;2758;7466;573999.99
1103;200207;PIURA;AYABACA;PAIMAS;1239;1210;2648;256600
1104;200208;PIURA;AYABACA;SAPILLICA;1546;1541;3981;317900
1105;200209;PIURA;AYABACA;SICCHEZ;190;194;368;41800
1106;200210;PIURA;AYABACA;SUYO;1672;1644;3344;346800
1107;200301;PIURA;HUANCABAMBA;HUANCABAMBA;3532;3540;7203;735399.36
1108;200302;PIURA;HUANCABAMBA;CANCHAQUE;799;794;1569;163799.92
1109;200303;PIURA;HUANCABAMBA;EL CARMEN DE LA FRONTERA;1768;1785;3747;366299.64
1110;200304;PIURA;HUANCABAMBA;HUARMACA;4488;4441;10653;891699.65
1111;200305;PIURA;HUANCABAMBA;LALAQUIZ;547;560;1146;113999.88
1112;200306;PIURA;HUANCABAMBA;SAN MIGUEL DE EL FAIQUE;1130;1147;2547;228300
1113;200307;PIURA;HUANCABAMBA;SONDOR;954;955;2185;193899.76
1114;200308;PIURA;HUANCABAMBA;SONDORILLO;1725;1742;3785;357399.41
1115;200401;PIURA;MORROPON;CHULUCANAS;6735;6591;13501;1457599.99
1116;200402;PIURA;MORROPON;BUENOS AIRES;1018;1004;1897;210099.99
1117;200403;PIURA;MORROPON;CHALACO;976;999;2192;206700
1118;200404;PIURA;MORROPON;LA MATANZA;1760;1760;3541;389299.91
1119;200405;PIURA;MORROPON;MORROPON;1554;1531;2887;324199.69
1120;200406;PIURA;MORROPON;SALITRAL;1080;1075;2148;220899.66
1121;200407;PIURA;MORROPON;SAN JUAN DE BIGOTE;909;911;1794;185000
1122;200408;PIURA;MORROPON;SANTA CATALINA DE MOSSA;406;405;820;84700
1123;200409;PIURA;MORROPON;SANTO DOMINGO;708;722;1375;147300
1124;200410;PIURA;MORROPON;YAMANGO;987;1009;2259;209000
1125;200502;PIURA;PAITA;AMOTAPE;126;104;238;20200
1126;200503;PIURA;PAITA;ARENAL;19;19;38;3800
1127;200504;PIURA;PAITA;COLAN;1662;1598;3307;374300
1128;200506;PIURA;PAITA;TAMARINDO;480;487;940;98200
1129;200507;PIURA;PAITA;VICHAYAL;577;551;1241;112900
1130;200603;PIURA;SULLANA;IGNACIO ESCUDERO;1587;1565;3166;307700
1131;200604;PIURA;SULLANA;LANCONES;1380;1356;2615;307200
1132;200606;PIURA;SULLANA;MIGUEL CHECA;1103;1069;2006;214500
1133;200607;PIURA;SULLANA;QUERECOTILLO;2550;2466;4655;534000
1134;200706;PIURA;TALARA;MANCORA;529;521;1071;104000
1135;200802;PIURA;SECHURA;BELLAVISTA DE LA UNION;478;461;994;101800
1136;200803;PIURA;SECHURA;BERNAL;626;583;1356;134500
1137;200804;PIURA;SECHURA;CRISTO NOS VALGA;519;508;1201;107100
1138;200805;PIURA;SECHURA;VICE;1139;1023;2896;229800
1139;210102;PUNO;PUNO;ACORA;1746;1793;2908;369599.82
1140;210103;PUNO;PUNO;AMANTANI;399;410;626;82500
1141;210104;PUNO;PUNO;ATUNCOLLA;508;473;947;95700
1142;210105;PUNO;PUNO;CAPACHICA;475;475;870;97800
1143;210106;PUNO;PUNO;CHUCUITO;486;486;794;102199.8
1144;210107;PUNO;PUNO;COATA;533;537;1068;109400
1145;210108;PUNO;PUNO;HUATA;298;295;627;58600
1146;210109;PUNO;PUNO;MAÑAZO;279;281;531;56800
1147;210110;PUNO;PUNO;PAUCARCOLLA;416;421;703;87000
1148;210111;PUNO;PUNO;PICHACANI;448;439;775;90300
1149;210112;PUNO;PUNO;PLATERIA;488;505;882;106200
1150;210113;PUNO;PUNO;SAN ANTONIO;90;87;174;17500
1151;210114;PUNO;PUNO;TIQUILLACA;90;91;172;19700
1152;210115;PUNO;PUNO;VILQUE;112;116;215;23100
1153;210201;PUNO;AZANGARO;AZANGARO;1992;1993;3807;429399.51
1154;210202;PUNO;AZANGARO;ACHAYA;286;289;562;59300
1155;210203;PUNO;AZANGARO;ARAPA;554;569;1052;117800
1156;210204;PUNO;AZANGARO;ASILLO;1515;1573;2810;324100
1157;210205;PUNO;AZANGARO;CAMINACA;262;265;540;53900
1158;210206;PUNO;AZANGARO;CHUPA;549;576;1000;122000
1159;210207;PUNO;AZANGARO;JOSE DOMINGO CHOQUEHUANCA;366;378;636;75200
1160;210208;PUNO;AZANGARO;MUÑANI;800;799;1569;159700
1161;210209;PUNO;AZANGARO;POTONI;421;434;820;89500
1162;210210;PUNO;AZANGARO;SAMAN;891;903;1874;185300
1163;210211;PUNO;AZANGARO;SAN ANTON;635;627;1205;134800
1164;210212;PUNO;AZANGARO;SAN JOSE;573;598;1004;121000
1165;210213;PUNO;AZANGARO;SAN JUAN DE SALINAS;206;218;372;44000
1166;210214;PUNO;AZANGARO;SANTIAGO DE PUPUJA;393;409;686;84500
1167;210215;PUNO;AZANGARO;TIRAPATA;324;340;644;69100
1168;210301;PUNO;CARABAYA;MACUSANI;1308;1299;2633;258699.28
1169;210302;PUNO;CARABAYA;AJOYANI;166;167;299;33399.98
1170;210303;PUNO;CARABAYA;AYAPATA;674;690;1232;139400
1171;210304;PUNO;CARABAYA;COASA;636;638;1214;129500
1172;210305;PUNO;CARABAYA;CORANI;500;503;1090;100100
1173;210306;PUNO;CARABAYA;CRUCERO;797;798;1570;159700
1174;210307;PUNO;CARABAYA;ITUATA;533;536;1141;113300
1175;210308;PUNO;CARABAYA;OLLACHEA;732;705;1516;141399.19
1176;210309;PUNO;CARABAYA;SAN GABAN;141;143;252;28399.53
1177;210310;PUNO;CARABAYA;USICAYOS;291;298;642;58900
1178;210401;PUNO;CHUCUITO;JULI;820;844;1535;166800
1179;210402;PUNO;CHUCUITO;DESAGUADERO;328;321;670;65800
1180;210403;PUNO;CHUCUITO;HUACULLANI;463;464;842;95400
1181;210404;PUNO;CHUCUITO;KELLUYO;363;367;704;76300
1182;210405;PUNO;CHUCUITO;PISACOMA;209;208;416;42900
1183;210406;PUNO;CHUCUITO;POMATA;622;645;1156;133800
1184;210407;PUNO;CHUCUITO;ZEPITA;1354;1359;2618;281900
1185;210501;PUNO;EL COLLAO;ILAVE;1231;1256;2135;249900
1186;210502;PUNO;EL COLLAO;CAPAZO;70;68;107;15000
1187;210503;PUNO;EL COLLAO;PILCUYO;435;439;729;94400
1188;210504;PUNO;EL COLLAO;SANTA ROSA;275;266;454;53400
1189;210505;PUNO;EL COLLAO;CONDURIRI;215;222;375;45000
1190;210601;PUNO;HUANCANE;HUANCANE;1354;1372;2359;291600
1191;210602;PUNO;HUANCANE;COJATA;428;416;747;83100
1192;210603;PUNO;HUANCANE;HUATASANI;204;210;357;41800
1193;210604;PUNO;HUANCANE;INCHUPALLA;199;209;344;41700
1194;210605;PUNO;HUANCANE;PUSI;299;319;581;63700
1195;210606;PUNO;HUANCANE;ROSASPATA;338;360;610;73500
1196;210607;PUNO;HUANCANE;TARACO;745;760;1363;157899.99
1197;210608;PUNO;HUANCANE;VILQUE CHICO;456;474;870;95700
1198;210701;PUNO;LAMPA;LAMPA;520;525;948;104600
1199;210702;PUNO;LAMPA;CABANILLA;111;118;203;23500
1200;210703;PUNO;LAMPA;CALAPUJA;120;122;242;24000
1201;210704;PUNO;LAMPA;NICASIO;259;259;444;58900
1202;210705;PUNO;LAMPA;OCUVIRI;126;129;253;26700
1203;210706;PUNO;LAMPA;PALCA;190;196;360;40600
1204;210707;PUNO;LAMPA;PARATIA;146;152;253;30300
1205;210708;PUNO;LAMPA;PUCARA;487;482;857;99500
1206;210709;PUNO;LAMPA;SANTA LUCIA;312;282;560;55600
1207;210710;PUNO;LAMPA;VILAVILA;52;52;95;10400
1208;210801;PUNO;MELGAR;AYAVIRI;614;621;1053;123100
1209;210802;PUNO;MELGAR;ANTAUTA;306;315;577;63700
1210;210803;PUNO;MELGAR;CUPI;197;202;346;40200
1211;210804;PUNO;MELGAR;LLALLI;258;268;453;54600
1212;210805;PUNO;MELGAR;MACARI;661;676;1249;136300
1213;210806;PUNO;MELGAR;NUÑOA;810;835;1427;168900
1214;210807;PUNO;MELGAR;ORURILLO;882;905;1592;182600
1215;210808;PUNO;MELGAR;SANTA ROSA;511;525;1038;107200
1216;210809;PUNO;MELGAR;UMACHIRI;110;116;201;23000
1217;210901;PUNO;MOHO;MOHO;804;827;1473;166900
1218;210902;PUNO;MOHO;CONIMA;180;182;326;36600
1219;210903;PUNO;MOHO;HUAYRAPATA;211;214;434;43400
1220;210904;PUNO;MOHO;TILALI;126;130;214;26400
1221;211001;PUNO;SAN ANTONIO DE PUTINA;PUTINA;877;853;1611;175700
1222;211002;PUNO;SAN ANTONIO DE PUTINA;ANANEA;136;137;220;27200
1223;211003;PUNO;SAN ANTONIO DE PUTINA;PEDRO VILCA APAZA;145;153;254;30500
1224;211004;PUNO;SAN ANTONIO DE PUTINA;QUILCAPUNCU;443;440;815;90200
1225;211005;PUNO;SAN ANTONIO DE PUTINA;SINA;125;123;259;25000
1226;211101;PUNO;SAN ROMAN;JULIACA;1162;1154;2290;228400
1227;211102;PUNO;SAN ROMAN;CABANA;121;125;232;24800
1228;211103;PUNO;SAN ROMAN;CABANILLAS;67;66;135;13100
1229;211104;PUNO;SAN ROMAN;CARACOTO;468;482;927;99300
1230;211105;PUNO;SAN ROMAN;SAN MIGUEL;215;222;421;44100
1231;211201;PUNO;SANDIA;SANDIA;845;831;1533;163400
1232;211202;PUNO;SANDIA;CUYOCUYO;515;500;867;101700
1233;211203;PUNO;SANDIA;LIMBANI;166;174;296;34700
1234;211204;PUNO;SANDIA;PATAMBUCO;501;503;934;101900
1235;211205;PUNO;SANDIA;PHARA;202;211;354;42100
1236;211206;PUNO;SANDIA;QUIACA;216;215;407;44600
1237;211207;PUNO;SANDIA;SAN JUAN DEL ORO;364;344;564;80100
1238;211208;PUNO;SANDIA;YANAHUAYA;100;97;172;19300
1239;211209;PUNO;SANDIA;ALTO INAMBARI;301;295;525;58500
1240;211301;PUNO;YUNGUYO;YUNGUYO;798;725;1483;149700
1241;211302;PUNO;YUNGUYO;ANAPIA;68;66;129;13200
1242;211303;PUNO;YUNGUYO;COPANI;371;371;754;76000
1243;211304;PUNO;YUNGUYO;CUTURAPI;46;43;86;9500
1244;211305;PUNO;YUNGUYO;OLLARAYA;109;115;178;23400
1245;211306;PUNO;YUNGUYO;TINICACHI;18;18;42;3600
1246;211307;PUNO;YUNGUYO;UNICACHI;35;35;56;7000
1247;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;142;138;364;28200
1248;220104;SAN MARTIN;MOYOBAMBA;JEPELACIO;844;850;1634;169100
1249;220105;SAN MARTIN;MOYOBAMBA;SORITOR;992;982;1919;195400
1250;220202;SAN MARTIN;BELLAVISTA;ALTO BIAVO;1278;1253;2580;290299.96
1251;220203;SAN MARTIN;BELLAVISTA;BAJO BIAVO;508;490;1130;97700
1252;220205;SAN MARTIN;BELLAVISTA;SAN PABLO;585;586;1116;117300
1253;220301;SAN MARTIN;EL DORADO;SAN JOSE DE SISA;1453;1405;2801;321000
1254;220302;SAN MARTIN;EL DORADO;AGUA BLANCA;133;138;235;27500
1255;220303;SAN MARTIN;EL DORADO;SAN MARTIN;1304;1255;2731;276700
1256;220304;SAN MARTIN;EL DORADO;SANTA ROSA;1018;999;1912;209000
1257;220305;SAN MARTIN;EL DORADO;SHATOJA;291;292;568;61800
1258;220401;SAN MARTIN;HUALLAGA;SAPOSOA;580;558;1069;110800
1259;220402;SAN MARTIN;HUALLAGA;ALTO SAPOSOA;378;368;662;77400
1260;220403;SAN MARTIN;HUALLAGA;EL ESLABON;120;119;227;23800
1261;220404;SAN MARTIN;HUALLAGA;PISCOYACU;238;239;472;47600
1262;220501;SAN MARTIN;LAMAS;LAMAS;1298;1247;2313;250200
1263;220502;SAN MARTIN;LAMAS;ALONSO DE ALVARADO;1856;1801;3492;372899.98
1264;220503;SAN MARTIN;LAMAS;BARRANQUITA;907;843;1786;181100
1265;220504;SAN MARTIN;LAMAS;CAYNARACHI;773;765;1567;171100
1266;220505;SAN MARTIN;LAMAS;CUÑUMBUQUI;260;259;417;58700
1267;220506;SAN MARTIN;LAMAS;PINTO RECODO;1171;1161;2392;245200
1268;220507;SAN MARTIN;LAMAS;RUMISAPA;429;421;687;97700
1269;220508;SAN MARTIN;LAMAS;SAN ROQUE DE CUMBAZA;236;237;416;49700
1270;220509;SAN MARTIN;LAMAS;SHANAO;269;262;518;58300
1271;220510;SAN MARTIN;LAMAS;TABALOSOS;1652;1621;3055;359000
1272;220511;SAN MARTIN;LAMAS;ZAPATERO;781;776;1430;176200
1273;220602;SAN MARTIN;MARISCAL CACERES;CAMPANILLA;422;415;755;81500
1274;220603;SAN MARTIN;MARISCAL CACERES;HUICUNGO;363;364;781;72100
1275;220605;SAN MARTIN;MARISCAL CACERES;PAJARILLO;262;259;484;50100
1276;220701;SAN MARTIN;PICOTA;PICOTA;275;259;468;51700
1277;220702;SAN MARTIN;PICOTA;BUENOS AIRES;435;427;796;90700
1278;220704;SAN MARTIN;PICOTA;PILLUANA;66;67;138;13400
1279;220706;SAN MARTIN;PICOTA;SAN CRISTOBAL;70;63;139;12500
1280;220708;SAN MARTIN;PICOTA;SHAMBOYACU;1144;1094;2514;245999.87
1281;220709;SAN MARTIN;PICOTA;TINGO DE PONASA;647;624;1172;140300
1282;220710;SAN MARTIN;PICOTA;TRES UNIDOS;556;556;1013;121400
1283;220802;SAN MARTIN;RIOJA;AWAJUN;707;650;1488;150300
1284;220803;SAN MARTIN;RIOJA;ELIAS SOPLIN VARGAS;783;743;1904;146699.93
1285;220804;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;1266;1241;2269;246500
1286;220805;SAN MARTIN;RIOJA;PARDO MIGUEL;793;797;1578;158500
1287;220806;SAN MARTIN;RIOJA;POSIC;88;86;194;17200
1288;220809;SAN MARTIN;RIOJA;YURACYACU;211;216;386;43100
1289;220902;SAN MARTIN;SAN MARTIN;ALBERTO LEVEAU;37;38;57;7600
1290;220904;SAN MARTIN;SAN MARTIN;CHAZUTA;1083;1061;2524;223600
1291;220905;SAN MARTIN;SAN MARTIN;CHIPURANA;327;328;760;71900
1292;220906;SAN MARTIN;SAN MARTIN;EL PORVENIR;287;288;591;63000
1293;220907;SAN MARTIN;SAN MARTIN;HUIMBAYOC;621;612;1594;125200
1294;220908;SAN MARTIN;SAN MARTIN;JUAN GUERRA;278;258;458;54300
1295;220911;SAN MARTIN;SAN MARTIN;PAPAPLAYA;301;301;693;63300
1296;220912;SAN MARTIN;SAN MARTIN;SAN ANTONIO;172;169;267;36500
1297;220913;SAN MARTIN;SAN MARTIN;SAUCE;761;738;1445;158500
1298;220914;SAN MARTIN;SAN MARTIN;SHAPAJA;118;120;223;23900
1299;221003;SAN MARTIN;TOCACHE;POLVORA;1128;1053;2066;229900
1300;221004;SAN MARTIN;TOCACHE;SHUNTE;252;232;492;47900
1301;221005;SAN MARTIN;TOCACHE;UCHIZA;134;126;234;28600
1302;230107;TACNA;TACNA;PALCA;112;103;192;23300
1303;230201;TACNA;CANDARAVE;CANDARAVE;238;244;404;50500
1304;230205;TACNA;CANDARAVE;HUANUARA;44;35;72;7200
1305;230206;TACNA;CANDARAVE;QUILAHUANI;92;85;155;17200
1306;230401;TACNA;TARATA;TARATA;309;320;517;65700
1307;230402;TACNA;TARATA;HÉROES DE ALBARRACÍN;16;15;24;3000
1308;230403;TACNA;TARATA;ESTIQUE;13;13;18;2800
1309;230405;TACNA;TARATA;SITAJARA;14;15;22;3700
1310;230406;TACNA;TARATA;SUSAPAYA;36;35;51;8600
1311;230408;TACNA;TARATA;TICACO;74;71;138;14300
1312;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;142;114;446;25299.97
1313;250102;UCAYALI;CORONEL PORTILLO;CAMPOVERDE;10;10;19;2300
1314;250103;UCAYALI;CORONEL PORTILLO;IPARIA;788;720;2144;143842.52
1315;250104;UCAYALI;CORONEL PORTILLO;MASISEA;479;455;1385;96371.81
1316;250105;UCAYALI;CORONEL PORTILLO;YARINACOCHA;372;320;923;67700
1317;250106;UCAYALI;CORONEL PORTILLO;NUEVA REQUENA;71;66;202;19900
1318;250107;UCAYALI;CORONEL PORTILLO;MANANTAY;43;28;130;7800
1319;250201;UCAYALI;ATALAYA;RAYMONDI;1096;1056;3083;245274.02
1320;250202;UCAYALI;ATALAYA;SEPAHUA;629;589;1450;123800
1321;250203;UCAYALI;ATALAYA;TAHUANIA;1040;999;2822;230900
1322;250204;UCAYALI;ATALAYA;YURUA;116;111;330;22300
1323;250301;UCAYALI;PADRE ABAD;PADRE ABAD;303;295;787;65800
1324;250302;UCAYALI;PADRE ABAD;IRAZOLA;70;70;188;19400
1325;250401;UCAYALI;PURUS;PURUS;366;342;911;73400
